	Input x	Input y	KS-d	p-value
752	('LCA', 'Stainless steel sheet  H  human health  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
753	('LCA', 'Stainless steel sheet  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
754	('LCA', 'Stainless steel sheet  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
755	('LCA', 'Stainless steel sheet  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
756	('LCA', 'Steel  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
757	('LCA', 'Steel  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
758	('LCA', 'Steel  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
759	('LCA', 'Steel  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
760	('LCA', 'Steel  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
761	('LCA', 'Steel  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
762	('LCA', 'Steel  I  metal depletion  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
763	('LCA', 'Steel  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
764	('LCA', 'Steel  H  metal depletion  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
765	('LCA', 'Steel  non carcinogenics  CF [kg toluen./kg]')	Alternative B	1.0	1.0825088224469026e-05
766	('LCA', 'Steel  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
767	('LCA', 'Steel  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
768	('LCA', 'Steel  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
769	('LCA', 'Steel  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
770	('LCA', 'Steel  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
771	('LCA', 'Steel  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
772	('LCA', 'Steel  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
773	('LCA', 'Steel  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
774	('LCA', 'Steel  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
775	('LCA', 'Steel  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
776	('LCA', 'Steel  E  metal depletion  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
777	('LCA', 'Steel  E  all  CF [points/kg]')	Alternative B	0.7	0.012340600575894691
778	('LCA', 'Steel  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
779	('LCA', 'Steel  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
780	('LCA', 'Steel  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
781	('LCA', 'Steel  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
782	('LCA', 'Steel  I  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
783	('LCA', 'Steel  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
784	('LCA', 'Steel  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
785	('LCA', 'Steel  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
786	('LCA', 'Steel  H  all  CF [points/kg]')	Alternative B	0.5	0.16782134274394334
787	('LCA', 'Steel  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
788	('LCA', 'Steel  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
789	('LCA', 'Steel  H  resources  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
790	('LCA', 'Steel  I  all  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
791	('LCA', 'Steel  E  human health  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
792	('LCA', 'Steel  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
793	('LCA', 'Steel  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
794	('LCA', 'Steel  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
795	('LCA', 'Steel  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
796	('LCA', 'Steel  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
797	('LCA', 'Steel  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
798	('LCA', 'Steel  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
799	('LCA', 'Steel  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
800	('LCA', 'Steel  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
801	('LCA', 'Steel  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
802	('LCA', 'Steel  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
803	('LCA', 'Steel  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
804	('LCA', 'Steel  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
805	('LCA', 'Steel  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
806	('LCA', 'Steel  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
807	('LCA', 'Steel  I  resources  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
808	('LCA', 'Steel  E  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
809	('LCA', 'Steel  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
810	('LCA', 'Steel  E  human toxicity  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
811	('LCA', 'Steel  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
812	('LCA', 'Steel  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
813	('LCA', 'Steel  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
814	('LCA', 'Steel  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
815	('LCA', 'Steel  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
816	('LCA', 'Steel  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
817	('LCA', 'Steel  acidification  CF [moles of ./kg]')	Alternative B	0.9	0.00021650176448938054
818	('LCA', 'Steel  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
819	('LCA', 'Steel  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
820	('LCA', 'Steel  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
821	('LCA', 'Steel  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
822	('LCA', 'Steel  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
823	('LCA', 'Steel  E  resources  total  CF [points/kg]')	Alternative B	0.8	0.002056766762649115
824	('LCA', 'Steel  H  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
825	('LCA', 'Steel  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
826	('LCA', 'Steel  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
827	('LCA', 'Steel  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
828	('LCA', 'Wood  H  particulate matter formation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
829	('LCA', 'Wood  E  freshwater eutrophication  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
830	('LCA', 'Wood  H  fossil depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
831	('LCA', 'Wood  I  photochemical oxidant formation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
832	('LCA', 'Wood  H  human toxicity  CF [points/m3]')	Alternative B	0.6	0.05244755244755244
833	('LCA', 'Wood  E  freshwater ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
834	('LCA', 'Wood  I  metal depletion  CF [points/m3]')	Alternative B	0.7	0.012340600575894691
835	('LCA', 'Wood  E  urban land occupation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
836	('LCA', 'Wood  H  metal depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
837	('LCA', 'Wood  non carcinogenics  CF [kg toluen./m3]')	Alternative B	1.0	1.0825088224469026e-05
838	('LCA', 'Wood  I  agricultural land occupation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
839	('LCA', 'Wood  H  urban land occupation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
840	('LCA', 'Wood  ecotoxicity  CF [kg 2,4-D-./m3]')	Alternative B	1.0	1.0825088224469026e-05
841	('LCA', 'Wood  ozone depletion  CF [kg CFC-11./m3]')	Alternative B	1.0	1.0825088224469026e-05
842	('LCA', 'Wood  H  ecosystem quality  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
843	('LCA', 'Wood  I  particulate matter formation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
844	('LCA', 'Wood  H  marine ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
845	('LCA', 'Wood  H  terrestrial acidification  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
846	('LCA', 'Wood  I  natural land transformation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
847	('LCA', 'Wood  respiratory effects average  CF [kg PM2.5-./m3]')	Alternative B	0.9	0.00021650176448938054
848	('LCA', 'Wood  E  metal depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
849	('LCA', 'Wood  E  all  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
850	('LCA', 'Wood  I  human toxicity  CF [points/m3]')	Alternative B	0.7	0.012340600575894691
851	('LCA', 'Wood  E  climate change human health  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
852	('LCA', 'Wood  H  ionising radiation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
853	('LCA', 'Wood  I  climate change human health  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
854	('LCA', 'Wood  I  human health  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
855	('LCA', 'Wood  E  terrestrial acidification  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
856	('LCA', 'Wood  I  freshwater ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
857	('LCA', 'Wood  H  terrestrial ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
858	('LCA', 'Wood  H  all  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
859	('LCA', 'Wood  I  urban land occupation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
860	('LCA', 'Wood  I  ozone depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
861	('LCA', 'Wood  H  resources  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
862	('LCA', 'Wood  I  all  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
863	('LCA', 'Wood  E  human health  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
864	('LCA', 'Wood  H  ozone depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
865	('LCA', 'Wood  I  terrestrial ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
866	('LCA', 'Wood  H  agricultural land occupation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
867	('LCA', 'Wood  I  ecosystem quality  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
868	('LCA', 'Wood  I  freshwater eutrophication  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
869	('LCA', 'Wood  E  climate change ecosystems  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
870	('LCA', 'Wood  H  photochemical oxidant formation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
871	('LCA', 'Wood  E  natural land transformation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
872	('LCA', 'Wood  I  marine ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
873	('LCA', 'Wood  H  climate change human health  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
874	('LCA', 'Wood  carcinogenics  CF [kg benzen./m3]')	Alternative B	1.0	1.0825088224469026e-05
875	('LCA', 'Wood  H  freshwater eutrophication  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
876	('LCA', 'Wood  global warming  CF [kg CO2-Eq/m3]')	Alternative B	1.0	1.0825088224469026e-05
877	('LCA', 'Wood  E  ionising radiation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
878	('LCA', 'Wood  I  ionising radiation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
879	('LCA', 'Wood  I  resources  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
880	('LCA', 'Wood  E  ecosystem quality  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
881	('LCA', 'Wood  H  climate change ecosystems  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
882	('LCA', 'Wood  E  human toxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
883	('LCA', 'Wood  I  fossil depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
884	('LCA', 'Wood  E  agricultural land occupation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
885	('LCA', 'Wood  I  climate change ecosystems  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
886	('LCA', 'Wood  H  natural land transformation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
887	('LCA', 'Wood  E  marine ecotoxicity  CF [points/m3]')	Alternative B	0.9	0.00021650176448938054
888	('LCA', 'Wood  E  terrestrial ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
889	('LCA', 'Wood  acidification  CF [moles of ./m3]')	Alternative B	1.0	1.0825088224469026e-05
890	('LCA', 'Wood  eutrophication  CF [kg N/m3]')	Alternative B	1.0	1.0825088224469026e-05
891	('LCA', 'Wood  I  terrestrial acidification  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
892	('LCA', 'Wood  E  particulate matter formation  CF [points/m3]')	Alternative B	0.9	0.00021650176448938054
893	('LCA', 'Wood  H  freshwater ecotoxicity  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
894	('LCA', 'Wood  E  photochemical oxidant formation  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
895	('LCA', 'Wood  E  resources  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
896	('LCA', 'Wood  H  human health  total  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
897	('LCA', 'Wood  E  fossil depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
898	('LCA', 'Wood  photochemical oxidation  CF [kg NOx-Eq/m3]')	Alternative B	0.3	0.7869297884777761
899	('LCA', 'Wood  E  ozone depletion  CF [points/m3]')	Alternative B	1.0	1.0825088224469026e-05
900	('LCA', 'Trucking  H  particulate matter formation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
901	('LCA', 'Trucking  E  freshwater eutrophication  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
902	('LCA', 'Trucking  H  fossil depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
903	('LCA', 'Trucking  I  photochemical oxidant formation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
904	('LCA', 'Trucking  H  human toxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
905	('LCA', 'Trucking  E  freshwater ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
906	('LCA', 'Trucking  I  metal depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
907	('LCA', 'Trucking  E  urban land occupation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
908	('LCA', 'Trucking  H  metal depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
909	('LCA', 'Trucking  non carcinogenics  CF [kg toluen./tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
910	('LCA', 'Trucking  I  agricultural land occupation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
911	('LCA', 'Trucking  H  urban land occupation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
912	('LCA', 'Trucking  ecotoxicity  CF [kg 2,4-D-./tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
913	('LCA', 'Trucking  ozone depletion  CF [kg CFC-11./tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
914	('LCA', 'Trucking  H  ecosystem quality  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
915	('LCA', 'Trucking  I  particulate matter formation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
916	('LCA', 'Trucking  H  marine ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
917	('LCA', 'Trucking  H  terrestrial acidification  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
918	('LCA', 'Trucking  I  natural land transformation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
919	('LCA', 'Trucking  respiratory effects average  CF [kg PM2.5-./tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
920	('LCA', 'Trucking  E  metal depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
921	('LCA', 'Trucking  E  all  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
922	('LCA', 'Trucking  I  human toxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
923	('LCA', 'Trucking  E  climate change human health  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
924	('LCA', 'Trucking  H  ionising radiation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
925	('LCA', 'Trucking  I  climate change human health  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
926	('LCA', 'Trucking  I  human health  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
927	('LCA', 'Trucking  E  terrestrial acidification  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
928	('LCA', 'Trucking  I  freshwater ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
929	('LCA', 'Trucking  H  terrestrial ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
930	('LCA', 'Trucking  H  all  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
931	('LCA', 'Trucking  I  urban land occupation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
932	('LCA', 'Trucking  I  ozone depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
933	('LCA', 'Trucking  H  resources  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
934	('LCA', 'Trucking  I  all  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
935	('LCA', 'Trucking  E  human health  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
936	('LCA', 'Trucking  H  ozone depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
937	('LCA', 'Trucking  I  terrestrial ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
938	('LCA', 'Trucking  H  agricultural land occupation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
939	('LCA', 'Trucking  I  ecosystem quality  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
940	('LCA', 'Trucking  I  freshwater eutrophication  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
941	('LCA', 'Trucking  E  climate change ecosystems  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
942	('LCA', 'Trucking  H  photochemical oxidant formation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
943	('LCA', 'Trucking  E  natural land transformation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
944	('LCA', 'Trucking  I  marine ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
945	('LCA', 'Trucking  H  climate change human health  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
946	('LCA', 'Trucking  carcinogenics  CF [kg benzen./tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
947	('LCA', 'Trucking  H  freshwater eutrophication  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
948	('LCA', 'Trucking  global warming  CF [kg CO2-Eq/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
949	('LCA', 'Trucking  E  ionising radiation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
950	('LCA', 'Trucking  I  ionising radiation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
951	('LCA', 'Trucking  I  resources  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
952	('LCA', 'Trucking  E  ecosystem quality  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
953	('LCA', 'Trucking  H  climate change ecosystems  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
954	('LCA', 'Trucking  E  human toxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
955	('LCA', 'Trucking  I  fossil depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
956	('LCA', 'Trucking  E  agricultural land occupation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
957	('LCA', 'Trucking  I  climate change ecosystems  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
958	('LCA', 'Trucking  H  natural land transformation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
959	('LCA', 'Trucking  E  marine ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
960	('LCA', 'Trucking  E  terrestrial ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
961	('LCA', 'Trucking  acidification  CF [moles of ./tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
962	('LCA', 'Trucking  eutrophication  CF [kg N/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
963	('LCA', 'Trucking  I  terrestrial acidification  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
964	('LCA', 'Trucking  E  particulate matter formation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
965	('LCA', 'Trucking  H  freshwater ecotoxicity  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
966	('LCA', 'Trucking  E  photochemical oxidant formation  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
967	('LCA', 'Trucking  E  resources  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
968	('LCA', 'Trucking  H  human health  total  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
969	('LCA', 'Trucking  E  fossil depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
970	('LCA', 'Trucking  photochemical oxidation  CF [kg NOx-Eq/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
971	('LCA', 'Trucking  E  ozone depletion  CF [points/tonne*km]')	Alternative B	1.0	1.0825088224469026e-05
972	('LCA', 'Biogas item  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
973	('LCA', 'Biogas item  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
974	('LCA', 'Biogas item  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
975	('LCA', 'Biogas item  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
976	('LCA', 'Biogas item  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
977	('LCA', 'Biogas item  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
978	('LCA', 'Biogas item  I  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
979	('LCA', 'Biogas item  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
980	('LCA', 'Biogas item  H  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
981	('LCA', 'Biogas item  non carcinogenics  CF [kg toluen./kg]')	Alternative B	1.0	1.0825088224469026e-05
982	('LCA', 'Biogas item  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
983	('LCA', 'Biogas item  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
984	('LCA', 'Biogas item  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
985	('LCA', 'Biogas item  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
986	('LCA', 'Biogas item  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
987	('LCA', 'Biogas item  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
988	('LCA', 'Biogas item  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
989	('LCA', 'Biogas item  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
990	('LCA', 'Biogas item  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
991	('LCA', 'Biogas item  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
992	('LCA', 'Biogas item  E  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
993	('LCA', 'Biogas item  E  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
994	('LCA', 'Biogas item  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
995	('LCA', 'Biogas item  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
996	('LCA', 'Biogas item  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
997	('LCA', 'Biogas item  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
998	('LCA', 'Biogas item  I  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
